trip_index,stop_sequence,stop_name,time,timestamp
1,1,Professor Bavinckstraat,05:46,054600
1,2,Cornelis Smeenkstraat,05:47,054700
1,3,De Bazelstraat,05:47,054700
1,4,Prins Bernhardplein,05:48,054800
1,5,Prins Bernhardlaan,05:49,054900
1,6,Burg. Van Tuyllkade,05:51,055100
1,7,Van Hoornekade,05:52,055200
1,8,Ondiep,05:53,055300
1,9,Nijenoord,05:54,055400
1,10,David van Mollemstraat,05:56,055600
1,11,Oudenoord,05:56,055600
1,12,Sint Jacobsstraat,05:58,055800
1,13,CS Jaarbeurszijde,06:04,060400
1,14,CS Jaarbeurszijde,06:06,060600
1,15,Overste den Oudenlaan,06:11,061100
1,16,Van Bijnkershoeklaan,06:12,061200
1,17,24 Oktoberplein-Zuid,06:14,061400
1,18,Winkelcentrum Kanaleneiland,06:17,061700
1,19,Marco Pololaan,06:19,061900
1,20,Columbuslaan/Afrikalaan,06:19,061900
1,21,Bontekoelaan,06:20,062000
1,22,Woonboulevard,06:21,062100
1,23,Rijkswaterstaat,06:24,062400
1,24,P+R Westraven,06:26,062600
2,1,Professor Bavinckstraat,06:01,060100
2,2,Cornelis Smeenkstraat,06:02,060200
2,3,De Bazelstraat,06:02,060200
2,4,Prins Bernhardplein,06:03,060300
2,5,Prins Bernhardlaan,06:04,060400
2,6,Burg. Van Tuyllkade,06:06,060600
2,7,Van Hoornekade,06:07,060700
2,8,Ondiep,06:08,060800
2,9,Nijenoord,06:09,060900
2,10,David van Mollemstraat,06:11,061100
2,11,Oudenoord,06:11,061100
2,12,Sint Jacobsstraat,06:13,061300
2,13,CS Jaarbeurszijde,06:19,061900
2,14,CS Jaarbeurszijde,06:21,062100
2,15,Overste den Oudenlaan,06:26,062600
2,16,Van Bijnkershoeklaan,06:27,062700
2,17,24 Oktoberplein-Zuid,06:29,062900
2,18,Winkelcentrum Kanaleneiland,06:32,063200
2,19,Marco Pololaan,06:34,063400
2,20,Columbuslaan/Afrikalaan,06:34,063400
2,21,Bontekoelaan,06:35,063500
2,22,Woonboulevard,06:36,063600
2,23,Rijkswaterstaat,06:39,063900
2,24,P+R Westraven,06:41,064100
3,1,Professor Bavinckstraat,06:16,061600
3,2,Cornelis Smeenkstraat,06:17,061700
3,3,De Bazelstraat,06:17,061700
3,4,Prins Bernhardplein,06:18,061800
3,5,Prins Bernhardlaan,06:19,061900
3,6,Burg. Van Tuyllkade,06:21,062100
3,7,Van Hoornekade,06:22,062200
3,8,Ondiep,06:23,062300
3,9,Nijenoord,06:24,062400
3,10,David van Mollemstraat,06:26,062600
3,11,Oudenoord,06:26,062600
3,12,Sint Jacobsstraat,06:28,062800
3,13,CS Jaarbeurszijde,06:34,063400
3,14,CS Jaarbeurszijde,06:36,063600
3,15,Overste den Oudenlaan,06:41,064100
3,16,Van Bijnkershoeklaan,06:42,064200
3,17,24 Oktoberplein-Zuid,06:44,064400
3,18,Winkelcentrum Kanaleneiland,06:47,064700
3,19,Marco Pololaan,06:49,064900
3,20,Columbuslaan/Afrikalaan,06:49,064900
3,21,Bontekoelaan,06:50,065000
3,22,Woonboulevard,06:51,065100
3,23,Rijkswaterstaat,06:54,065400
3,24,P+R Westraven,06:56,065600
4,1,Professor Bavinckstraat,06:31,063100
4,2,Cornelis Smeenkstraat,06:32,063200
4,3,De Bazelstraat,06:32,063200
4,4,Prins Bernhardplein,06:33,063300
4,5,Prins Bernhardlaan,06:34,063400
4,6,Burg. Van Tuyllkade,06:36,063600
4,7,Van Hoornekade,06:37,063700
4,8,Ondiep,06:38,063800
4,9,Nijenoord,06:39,063900
4,10,David van Mollemstraat,06:41,064100
4,11,Oudenoord,06:41,064100
4,12,Sint Jacobsstraat,06:43,064300
4,13,CS Jaarbeurszijde,06:49,064900
4,14,CS Jaarbeurszijde,06:51,065100
4,15,Overste den Oudenlaan,06:56,065600
4,16,Van Bijnkershoeklaan,06:57,065700
4,17,24 Oktoberplein-Zuid,06:59,065900
4,18,Winkelcentrum Kanaleneiland,07:02,070200
4,19,Marco Pololaan,07:04,070400
4,20,Columbuslaan/Afrikalaan,07:05,070500
4,21,Bontekoelaan,07:06,070600
4,22,Woonboulevard,07:07,070700
4,23,Rijkswaterstaat,07:10,071000
4,24,P+R Westraven,07:12,071200
5,1,Professor Bavinckstraat,06:46,064600
5,2,Cornelis Smeenkstraat,06:47,064700
5,3,De Bazelstraat,06:47,064700
5,4,Prins Bernhardplein,06:48,064800
5,5,Prins Bernhardlaan,06:49,064900
5,6,Burg. Van Tuyllkade,06:51,065100
5,7,Van Hoornekade,06:52,065200
5,8,Ondiep,06:53,065300
5,9,Nijenoord,06:54,065400
5,10,David van Mollemstraat,06:56,065600
