trip_index,stop_sequence,stop_name,time,timestamp
1,1,CS Jaarbeurszijde,05:31,053100
1,2,Dr. M.A. Tellegenlaan,05:33,053300
1,3,Lanslaan,05:35,053500
1,4,Europaplein-Noord,05:36,053600
1,5,Kanaleneiland-Zuid,05:37,053700
1,6,P+R Westraven,05:39,053900
1,7,Remiseweg,05:40,054000
1,8,Huis de Geer,05:41,054100
1,9,Noorderveld,05:42,054200
1,10,Buys Ballotbaan,05:43,054300
1,11,Fahrenheitbaan,05:44,054400
1,12,Wattbaan,05:45,054500
1,13,Oosterlichtcollege,05:46,054600
1,14,Marconi (laag),05:47,054700
1,15,Galvanibaan,05:48,054800
1,16,Brabanthaven,05:49,054900
1,17,Groningenhaven,05:49,054900
1,18,Nijverheidsweg,05:50,055000
1,19,Waterliniedok,05:52,055200
1,20,Tweede Regimentsdok,05:53,055300
1,21,Eerste Garnizoensdok,05:55,055500
1,22,Ravelijndok,05:56,055600
2,1,CS Jaarbeurszijde,06:16,061600
2,2,Dr. M.A. Tellegenlaan,06:18,061800
2,3,Lanslaan,06:20,062000
2,4,Europaplein-Noord,06:21,062100
2,5,Kanaleneiland-Zuid,06:22,062200
2,6,P+R Westraven,06:24,062400
2,7,Remiseweg,06:25,062500
2,8,Huis de Geer,06:26,062600
2,9,Noorderveld,06:27,062700
2,10,Buys Ballotbaan,06:28,062800
2,11,Fahrenheitbaan,06:29,062900
2,12,Wattbaan,06:30,063000
2,13,Oosterlichtcollege,06:31,063100
2,14,Marconi (laag),06:32,063200
2,15,Galvanibaan,06:33,063300
2,16,Brabanthaven,06:34,063400
2,17,Groningenhaven,06:34,063400
2,18,Nijverheidsweg,06:35,063500
2,19,Waterliniedok,06:37,063700
2,20,Tweede Regimentsdok,06:38,063800
2,21,Eerste Garnizoensdok,06:40,064000
2,22,Ravelijndok,06:41,064100
3,1,CS Jaarbeurszijde,06:46,064600
3,2,Dr. M.A. Tellegenlaan,06:48,064800
3,3,Lanslaan,06:50,065000
3,4,Europaplein-Noord,06:51,065100
3,5,Kanaleneiland-Zuid,06:52,065200
3,6,P+R Westraven,06:54,065400
3,7,Remiseweg,06:55,065500
3,8,Huis de Geer,06:56,065600
3,9,Noorderveld,06:58,065800
3,10,Buys Ballotbaan,07:00,070000
3,11,Fahrenheitbaan,07:01,070100
3,12,Wattbaan,07:02,070200
3,13,Oosterlichtcollege,07:03,070300
3,14,Marconi (laag),07:04,070400
3,15,Galvanibaan,07:05,070500
3,16,Brabanthaven,07:06,070600
3,17,Groningenhaven,07:06,070600
3,18,Nijverheidsweg,07:07,070700
3,19,Waterliniedok,07:09,070900
3,20,Tweede Regimentsdok,07:10,071000
3,21,Eerste Garnizoensdok,07:12,071200
3,22,Ravelijndok,07:13,071300
4,1,CS Jaarbeurszijde,07:16,071600
4,2,Dr. M.A. Tellegenlaan,07:18,071800
4,3,Lanslaan,07:20,072000
4,4,Europaplein-Noord,07:21,072100
4,5,Kanaleneiland-Zuid,07:22,072200
4,6,P+R Westraven,07:24,072400
4,7,Remiseweg,07:25,072500
4,8,Huis de Geer,07:26,072600
4,9,Noorderveld,07:28,072800
4,10,Buys Ballotbaan,07:30,073000
4,11,Fahrenheitbaan,07:31,073100
4,12,Wattbaan,07:32,073200
4,13,Oosterlichtcollege,07:33,073300
4,14,Marconi (laag),07:34,073400
4,15,Galvanibaan,07:35,073500
4,16,Brabanthaven,07:36,073600
4,17,Groningenhaven,07:36,073600
4,18,Nijverheidsweg,07:37,073700
4,19,Waterliniedok,07:39,073900
4,20,Tweede Regimentsdok,07:40,074000
4,21,Eerste Garnizoensdok,07:42,074200
4,22,Ravelijndok,07:43,074300
5,1,CS Jaarbeurszijde,07:37,073700
5,2,Dr. M.A. Tellegenlaan,07:41,074100
5,3,Lanslaan,07:42,074200
5,4,Europaplein-Noord,07:44,074400
5,5,Kanaleneiland-Zuid,07:46,074600
5,6,P+R Westraven,07:48,074800
5,7,Remiseweg,07:49,074900
5,8,Huis de Geer,07:51,075100
5,9,Noorderveld,07:53,075300
5,10,Buys Ballotbaan,07:55,075500
5,11,Fahrenheitbaan,07:57,075700
5,12,Wattbaan,07:59,075900
5,13,Oosterlichtcollege,08:00,080000
5,14,Marconi (laag),08:01,080100
5,15,Galvanibaan,08:02,080200
5,16,Brabanthaven,08:03,080300
5,17,Groningenhaven,08:03,080300
5,18,Nijverheidsweg,08:04,080400
5,19,Waterliniedok,08:06,080600
5,20,Tweede Regimentsdok,08:07,080700
5,21,Eerste Garnizoensdok,08:09,080900
5,22,Ravelijndok,08:10,081000
6,1,CS Jaarbeurszijde,08:07,080700
6,2,Dr. M.A. Tellegenlaan,08:11,081100
6,3,Lanslaan,08:12,081200
6,4,Europaplein-Noord,08:14,081400
6,5,Kanaleneiland-Zuid,08:16,081600
6,6,P+R Westraven,08:18,081800
6,7,Remiseweg,08:19,081900
6,8,Huis de Geer,08:21,082100
6,9,Noorderveld,08:23,082300
6,10,Buys Ballotbaan,08:25,082500
6,11,Fahrenheitbaan,08:27,082700
6,12,Wattbaan,08:29,082900
6,13,Oosterlichtcollege,08:30,083000
6,14,Marconi (laag),08:31,083100
6,15,Galvanibaan,08:32,083200
6,16,Brabanthaven,08:33,083300
6,17,Groningenhaven,08:33,083300
6,18,Nijverheidsweg,08:34,083400
6,19,Waterliniedok,08:36,083600
6,20,Tweede Regimentsdok,08:37,083700
6,21,Eerste Garnizoensdok,08:39,083900
6,22,Ravelijndok,08:40,084000
7,1,CS Jaarbeurszijde,08:37,083700
7,2,Dr. M.A. Tellegenlaan,08:41,084100
7,3,Lanslaan,08:42,084200
7,4,Europaplein-Noord,08:44,084400
7,5,Kanaleneiland-Zuid,08:46,084600
7,6,P+R Westraven,08:48,084800
7,7,Remiseweg,08:49,084900
7,8,Huis de Geer,08:50,085000
7,9,Noorderveld,08:52,085200
7,10,Buys Ballotbaan,08:54,085400
7,11,Fahrenheitbaan,08:55,085500
7,12,Wattbaan,08:57,085700
7,13,Oosterlichtcollege,08:58,085800
7,14,Marconi (laag),08:59,085900
7,15,Galvanibaan,09:00,090000
7,16,Brabanthaven,09:01,090100
7,17,Groningenhaven,09:01,090100
7,18,Nijverheidsweg,09:02,090200
7,19,Waterliniedok,09:04,090400
7,20,Tweede Regimentsdok,09:05,090500
7,21,Eerste Garnizoensdok,09:06,090600
7,22,Ravelijndok,09:07,090700
8,1,CS Jaarbeurszijde,09:07,090700
8,2,Dr. M.A. Tellegenlaan,09:11,091100
8,3,Lanslaan,09:12,091200
8,4,Europaplein-Noord,09:14,091400
8,5,Kanaleneiland-Zuid,09:16,091600
8,6,P+R Westraven,09:18,091800
8,7,Remiseweg,09:19,091900
8,8,Huis de Geer,09:20,092000
8,9,Noorderveld,09:22,092200
8,10,Buys Ballotbaan,09:24,092400
8,11,Fahrenheitbaan,09:25,092500
8,12,Wattbaan,09:27,092700
8,13,Oosterlichtcollege,09:28,092800
8,14,Marconi (laag),09:29,092900
8,15,Galvanibaan,09:30,093000
8,16,Brabanthaven,09:31,093100
8,17,Groningenhaven,09:31,093100
8,18,Nijverheidsweg,09:32,093200
8,19,Waterliniedok,09:34,093400
8,20,Tweede Regimentsdok,09:35,093500
8,21,Eerste Garnizoensdok,09:36,093600
8,22,Ravelijndok,09:37,093700
9,1,CS Jaarbeurszijde,09:46,094600
9,2,Dr. M.A. Tellegenlaan,09:49,094900
9,3,Lanslaan,09:51,095100
9,4,Europaplein-Noord,09:52,095200
9,5,Kanaleneiland-Zuid,09:54,095400
9,6,P+R Westraven,09:56,095600
9,7,Remiseweg,09:57,095700
9,8,Huis de Geer,09:58,095800
9,9,Noorderveld,10:00,100000
9,10,Buys Ballotbaan,10:02,100200
9,11,Fahrenheitbaan,10:03,100300
9,12,Wattbaan,10:04,100400
9,13,Oosterlichtcollege,10:05,100500
9,14,Marconi (laag),10:06,100600
9,15,Galvanibaan,10:07,100700
9,16,Brabanthaven,10:08,100800
9,17,Groningenhaven,10:08,100800
9,18,Nijverheidsweg,10:09,100900
9,19,Waterliniedok,10:11,101100
9,20,Tweede Regimentsdok,10:12,101200
9,21,Eerste Garnizoensdok,10:13,101300
9,22,Ravelijndok,10:14,101400
10,1,CS Jaarbeurszijde,10:16,101600
10,2,Dr. M.A. Tellegenlaan,10:19,101900
10,3,Lanslaan,10:21,102100
10,4,Europaplein-Noord,10:22,102200
10,5,Kanaleneiland-Zuid,10:24,102400
10,6,P+R Westraven,10:26,102600
10,7,Remiseweg,10:27,102700
10,8,Huis de Geer,10:28,102800
10,9,Noorderveld,10:30,103000
10,10,Buys Ballotbaan,10:32,103200
10,11,Fahrenheitbaan,10:33,103300
10,12,Wattbaan,10:34,103400
10,13,Oosterlichtcollege,10:35,103500
10,14,Marconi (laag),10:36,103600
10,15,Galvanibaan,10:37,103700
10,16,Brabanthaven,10:38,103800
10,17,Groningenhaven,10:38,103800
10,18,Nijverheidsweg,10:39,103900
10,19,Waterliniedok,10:41,104100
10,20,Tweede Regimentsdok,10:42,104200
10,21,Eerste Garnizoensdok,10:43,104300
10,22,Ravelijndok,10:44,104400
11,1,CS Jaarbeurszijde,10:46,104600
11,2,Dr. M.A. Tellegenlaan,10:49,104900
11,3,Lanslaan,10:51,105100
11,4,Europaplein-Noord,10:52,105200
11,5,Kanaleneiland-Zuid,10:54,105400
11,6,P+R Westraven,10:56,105600
11,7,Remiseweg,10:57,105700
11,8,Huis de Geer,10:58,105800
11,9,Noorderveld,11:00,110000
11,10,Buys Ballotbaan,11:02,110200
11,11,Fahrenheitbaan,11:03,110300
11,12,Wattbaan,11:04,110400
11,13,Oosterlichtcollege,11:05,110500
11,14,Marconi (laag),11:06,110600
11,15,Galvanibaan,11:07,110700
11,16,Brabanthaven,11:08,110800
11,17,Groningenhaven,11:08,110800
11,18,Nijverheidsweg,11:09,110900
11,19,Waterliniedok,11:11,111100
11,20,Tweede Regimentsdok,11:12,111200
11,21,Eerste Garnizoensdok,11:13,111300
11,22,Ravelijndok,11:14,111400
12,1,CS Jaarbeurszijde,11:16,111600
12,2,Dr. M.A. Tellegenlaan,11:19,111900
12,3,Lanslaan,11:21,112100
12,4,Europaplein-Noord,11:22,112200
12,5,Kanaleneiland-Zuid,11:24,112400
12,6,P+R Westraven,11:26,112600
12,7,Remiseweg,11:27,112700
12,8,Huis de Geer,11:28,112800
12,9,Noorderveld,11:30,113000
12,10,Buys Ballotbaan,11:32,113200
12,11,Fahrenheitbaan,11:33,113300
12,12,Wattbaan,11:34,113400
12,13,Oosterlichtcollege,11:35,113500
12,14,Marconi (laag),11:36,113600
12,15,Galvanibaan,11:37,113700
12,16,Brabanthaven,11:38,113800
12,17,Groningenhaven,11:38,113800
12,18,Nijverheidsweg,11:39,113900
12,19,Waterliniedok,11:41,114100
12,20,Tweede Regimentsdok,11:42,114200
12,21,Eerste Garnizoensdok,11:43,114300
12,22,Ravelijndok,11:44,114400
13,1,CS Jaarbeurszijde,11:46,114600
13,2,Dr. M.A. Tellegenlaan,11:49,114900
13,3,Lanslaan,11:51,115100
13,4,Europaplein-Noord,11:52,115200
13,5,Kanaleneiland-Zuid,11:54,115400
13,6,P+R Westraven,11:56,115600
13,7,Remiseweg,11:57,115700
13,8,Huis de Geer,11:58,115800
13,9,Noorderveld,12:00,120000
13,10,Buys Ballotbaan,12:02,120200
13,11,Fahrenheitbaan,12:03,120300
13,12,Wattbaan,12:04,120400
13,13,Oosterlichtcollege,12:05,120500
13,14,Marconi (laag),12:06,120600
13,15,Galvanibaan,12:07,120700
13,16,Brabanthaven,12:08,120800
13,17,Groningenhaven,12:08,120800
13,18,Nijverheidsweg,12:09,120900
13,19,Waterliniedok,12:11,121100
13,20,Tweede Regimentsdok,12:12,121200
13,21,Eerste Garnizoensdok,12:13,121300
13,22,Ravelijndok,12:14,121400
14,1,CS Jaarbeurszijde,12:16,121600
14,2,Dr. M.A. Tellegenlaan,12:19,121900
14,3,Lanslaan,12:21,122100
14,4,Europaplein-Noord,12:22,122200
14,5,Kanaleneiland-Zuid,12:24,122400
14,6,P+R Westraven,12:26,122600
14,7,Remiseweg,12:27,122700
14,8,Huis de Geer,12:28,122800
14,9,Noorderveld,12:30,123000
14,10,Buys Ballotbaan,12:32,123200
14,11,Fahrenheitbaan,12:33,123300
14,12,Wattbaan,12:34,123400
14,13,Oosterlichtcollege,12:35,123500
14,14,Marconi (laag),12:36,123600
14,15,Galvanibaan,12:37,123700
14,16,Brabanthaven,12:38,123800
14,17,Groningenhaven,12:38,123800
14,18,Nijverheidsweg,12:39,123900
14,19,Waterliniedok,12:41,124100
14,20,Tweede Regimentsdok,12:42,124200
14,21,Eerste Garnizoensdok,12:43,124300
14,22,Ravelijndok,12:44,124400
15,1,CS Jaarbeurszijde,12:46,124600
15,2,Dr. M.A. Tellegenlaan,12:49,124900
15,3,Lanslaan,12:51,125100
15,4,Europaplein-Noord,12:52,125200
15,5,Kanaleneiland-Zuid,12:54,125400
15,6,P+R Westraven,12:56,125600
15,7,Remiseweg,12:57,125700
15,8,Huis de Geer,12:58,125800
15,9,Noorderveld,13:00,130000
15,10,Buys Ballotbaan,13:02,130200
15,11,Fahrenheitbaan,13:03,130300
15,12,Wattbaan,13:04,130400
15,13,Oosterlichtcollege,13:05,130500
15,14,Marconi (laag),13:06,130600
15,15,Galvanibaan,13:07,130700
15,16,Brabanthaven,13:08,130800
15,17,Groningenhaven,13:08,130800
15,18,Nijverheidsweg,13:09,130900
15,19,Waterliniedok,13:11,131100
15,20,Tweede Regimentsdok,13:12,131200
15,21,Eerste Garnizoensdok,13:13,131300
15,22,Ravelijndok,13:14,131400
16,1,CS Jaarbeurszijde,13:16,131600
