trip_index,start_stop,end_stop,start_hour,start_min,end_hour,end_min,duration_min
1,Oorsprongpark,Station Lunetten,6,1,6,35,34
2,Oorsprongpark,Station Lunetten,6,16,6,50,34
3,Oorsprongpark,Station Lunetten,6,31,7,5,34
4,Oorsprongpark,Station Lunetten,6,46,7,23,37
5,Oorsprongpark,Station Lunetten,7,1,7,41,40
6,Oorsprongpark,Station Lunetten,7,11,7,53,42
7,Oorsprongpark,Station Lunetten,7,21,8,3,42
8,Oorsprongpark,Station Lunetten,7,31,8,13,42
9,Oorsprongpark,Station Lunetten,7,41,8,23,42
10,Oorsprongpark,Station Lunetten,7,51,8,33,42
11,Oorsprongpark,Station Lunetten,8,1,8,43,42
12,Oorsprongpark,Station Lunetten,8,11,8,53,42
13,Oorsprongpark,Station Lunetten,8,21,9,3,42
14,Oorsprongpark,Station Lunetten,8,31,9,13,42
15,Oorsprongpark,Station Lunetten,8,41,9,23,42
16,Oorsprongpark,Station Lunetten,8,51,9,33,42
17,Oorsprongpark,Station Lunetten,9,1,9,43,42
18,Oorsprongpark,Station Lunetten,9,16,9,58,42
19,Oorsprongpark,Station Lunetten,9,31,10,13,42
20,Oorsprongpark,Station Lunetten,9,46,10,28,42
21,Oorsprongpark,Station Lunetten,10,1,10,43,42
22,Oorsprongpark,Station Lunetten,10,16,10,58,42
23,Oorsprongpark,Station Lunetten,10,31,11,13,42
24,Oorsprongpark,Station Lunetten,10,46,11,28,42
25,Oorsprongpark,Station Lunetten,11,1,11,43,42
26,Oorsprongpark,Station Lunetten,11,16,11,58,42
27,Oorsprongpark,Station Lunetten,11,31,12,13,42
28,Oorsprongpark,Station Lunetten,11,46,12,28,42
29,Oorsprongpark,Station Lunetten,12,1,12,43,42
30,Oorsprongpark,Station Lunetten,12,16,12,58,42
31,Oorsprongpark,Station Lunetten,12,31,13,13,42
32,Oorsprongpark,Station Lunetten,12,46,13,28,42
33,Oorsprongpark,Station Lunetten,13,1,13,43,42
34,Oorsprongpark,Station Lunetten,13,16,13,58,42
35,Oorsprongpark,Station Lunetten,13,31,14,13,42
36,Oorsprongpark,Station Lunetten,13,46,14,28,42
37,Oorsprongpark,Station Lunetten,14,1,14,43,42
38,Oorsprongpark,Station Lunetten,14,16,14,58,42
39,Oorsprongpark,Station Lunetten,14,31,15,13,42
40,Oorsprongpark,Station Lunetten,14,46,15,28,42
41,Oorsprongpark,Station Lunetten,15,1,15,43,42
42,Oorsprongpark,Station Lunetten,15,11,15,53,42
43,Oorsprongpark,Station Lunetten,15,21,16,3,42
44,Oorsprongpark,Station Lunetten,15,31,16,13,42
45,Oorsprongpark,Station Lunetten,15,41,16,23,42
46,Oorsprongpark,Station Lunetten,15,51,16,33,42
47,Oorsprongpark,Station Lunetten,16,1,16,43,42
48,Oorsprongpark,Station Lunetten,16,11,16,53,42
49,Oorsprongpark,Station Lunetten,16,21,17,3,42
50,Oorsprongpark,Station Lunetten,16,31,17,13,42
51,Oorsprongpark,Station Lunetten,16,41,17,23,42
52,Oorsprongpark,Station Lunetten,16,51,17,33,42
53,Oorsprongpark,Station Lunetten,17,1,17,43,42
54,Oorsprongpark,Station Lunetten,17,11,17,53,42
55,Oorsprongpark,Station Lunetten,17,21,18,3,42
56,Oorsprongpark,Station Lunetten,17,31,18,13,42
57,Oorsprongpark,Station Lunetten,17,41,18,23,42
58,Oorsprongpark,Station Lunetten,17,51,18,33,42
59,Oorsprongpark,Station Lunetten,18,1,18,43,42
60,Oorsprongpark,Station Lunetten,18,16,18,56,40
61,Oorsprongpark,Station Lunetten,18,31,19,11,40
62,Oorsprongpark,Station Lunetten,18,46,19,26,40
63,Oorsprongpark,Station Lunetten,19,1,19,41,40
64,Oorsprongpark,Station Lunetten,19,16,19,56,40
65,Oorsprongpark,Station Lunetten,19,31,20,11,40
66,Oorsprongpark,Station Lunetten,19,46,20,26,40
67,Oorsprongpark,Station Lunetten,20,1,20,40,39
68,Oorsprongpark,Station Lunetten,20,16,20,54,38
69,Oorsprongpark,Station Lunetten,20,31,21,9,38
70,Oorsprongpark,Station Lunetten,20,46,21,24,38
71,Oorsprongpark,Station Lunetten,21,1,21,39,38
72,Oorsprongpark,Station Lunetten,21,16,21,54,38
73,Oorsprongpark,Station Lunetten,21,31,22,9,38
74,Oorsprongpark,Station Lunetten,21,46,22,24,38
75,Oorsprongpark,Station Lunetten,22,1,22,39,38
76,Oorsprongpark,Station Lunetten,22,16,22,54,38
77,Oorsprongpark,Station Lunetten,22,31,23,9,38
78,Oorsprongpark,Station Lunetten,22,46,23,23,37
79,Oorsprongpark,Station Lunetten,23,1,23,37,36
80,Oorsprongpark,Station Lunetten,23,16,23,52,36
81,Oorsprongpark,Station Lunetten,23,31,24,7,36
82,Oorsprongpark,Station Lunetten,23,46,24,22,36
83,Oorsprongpark,Station Lunetten,24,1,24,37,36
84,Oorsprongpark,Station Lunetten,24,16,24,52,36
85,Oorsprongpark,Station Lunetten,24,35,25,14,39
