trip_index,start_stop,end_stop,start_hour,start_min,end_hour,end_min,duration_min
31,Station Vleuten,CS Centrumzijde,8,7,8,39,32
32,CS Centrumzijde,Haltenaam onbekend,8,39,9,6,27
33,Station Vleuten,CS Centrumzijde,8,16,8,47,31
34,CS Centrumzijde,Haltenaam onbekend,8,47,9,14,27
35,Station Vleuten,CS Centrumzijde,8,23,8,54,31
36,CS Centrumzijde,Haltenaam onbekend,8,54,9,21,27
37,Station Vleuten,CS Centrumzijde,8,32,9,2,30
38,CS Centrumzijde,Haltenaam onbekend,9,2,9,29,27
39,Station Vleuten,CS Centrumzijde,8,39,9,9,30
40,CS Centrumzijde,Haltenaam onbekend,9,9,9,36,27
41,Station Vleuten,CS Centrumzijde,8,47,9,17,30
42,CS Centrumzijde,Haltenaam onbekend,9,17,9,44,27
43,Station Vleuten,CS Centrumzijde,8,54,9,24,30
44,CS Centrumzijde,Haltenaam onbekend,9,24,9,51,27
45,Station Vleuten,CS Centrumzijde,9,2,9,32,30
46,CS Centrumzijde,Haltenaam onbekend,9,32,9,59,27
47,Station Vleuten,CS Centrumzijde,9,9,9,39,30
48,CS Centrumzijde,Haltenaam onbekend,9,39,10,6,27
49,Station Vleuten,CS Centrumzijde,9,19,9,49,30
50,CS Centrumzijde,Haltenaam onbekend,9,49,10,16,27
51,Station Vleuten,CS Centrumzijde,9,29,9,59,30
52,CS Centrumzijde,Haltenaam onbekend,9,59,10,26,27
53,Station Vleuten,CS Centrumzijde,9,39,10,9,30
54,CS Centrumzijde,Haltenaam onbekend,10,9,10,36,27
55,Station Vleuten,CS Centrumzijde,9,49,10,19,30
56,CS Centrumzijde,Haltenaam onbekend,10,19,10,46,27
57,Station Vleuten,CS Centrumzijde,9,59,10,29,30
58,CS Centrumzijde,Haltenaam onbekend,10,29,10,56,27
59,Station Vleuten,CS Centrumzijde,10,9,10,39,30
60,CS Centrumzijde,Haltenaam onbekend,10,39,11,6,27
61,Station Vleuten,CS Centrumzijde,10,19,10,49,30
62,CS Centrumzijde,Haltenaam onbekend,10,49,11,16,27
63,Station Vleuten,CS Centrumzijde,10,29,10,59,30
64,CS Centrumzijde,Haltenaam onbekend,10,59,11,26,27
65,Station Vleuten,CS Centrumzijde,10,39,11,9,30
66,CS Centrumzijde,Haltenaam onbekend,11,9,11,36,27
67,Station Vleuten,CS Centrumzijde,10,49,11,19,30
68,CS Centrumzijde,Haltenaam onbekend,11,19,11,46,27
69,Station Vleuten,CS Centrumzijde,10,59,11,29,30
70,CS Centrumzijde,Haltenaam onbekend,11,29,11,56,27
71,Station Vleuten,CS Centrumzijde,11,9,11,39,30
72,CS Centrumzijde,Haltenaam onbekend,11,39,12,6,27
73,Station Vleuten,CS Centrumzijde,11,19,11,49,30
74,CS Centrumzijde,Haltenaam onbekend,11,49,12,16,27
75,Station Vleuten,CS Centrumzijde,11,29,11,59,30
76,CS Centrumzijde,Haltenaam onbekend,11,59,12,26,27
77,Station Vleuten,CS Centrumzijde,11,39,12,9,30
78,CS Centrumzijde,Haltenaam onbekend,12,9,12,36,27
79,Station Vleuten,CS Centrumzijde,11,49,12,19,30
80,CS Centrumzijde,Haltenaam onbekend,12,19,12,46,27
81,Station Vleuten,CS Centrumzijde,11,59,12,29,30
82,CS Centrumzijde,Haltenaam onbekend,12,29,12,56,27
83,Station Vleuten,CS Centrumzijde,12,9,12,39,30
84,CS Centrumzijde,Haltenaam onbekend,12,39,13,6,27
85,Station Vleuten,CS Centrumzijde,12,19,12,49,30
86,CS Centrumzijde,Haltenaam onbekend,12,49,13,16,27
87,Station Vleuten,CS Centrumzijde,12,29,12,59,30
88,CS Centrumzijde,Haltenaam onbekend,12,59,13,26,27
89,Station Vleuten,CS Centrumzijde,12,39,13,9,30
90,CS Centrumzijde,Haltenaam onbekend,13,9,13,36,27
91,Station Vleuten,CS Centrumzijde,12,49,13,19,30
92,CS Centrumzijde,Haltenaam onbekend,13,19,13,46,27
93,Station Vleuten,CS Centrumzijde,12,59,13,29,30
94,CS Centrumzijde,Haltenaam onbekend,13,29,13,56,27
95,Station Vleuten,CS Centrumzijde,13,9,13,39,30
96,CS Centrumzijde,Haltenaam onbekend,13,39,14,6,27
97,Station Vleuten,CS Centrumzijde,13,19,13,49,30
98,CS Centrumzijde,Haltenaam onbekend,13,49,14,16,27
99,Station Vleuten,CS Centrumzijde,13,29,13,59,30
100,CS Centrumzijde,Haltenaam onbekend,13,59,14,26,27
101,Station Vleuten,CS Centrumzijde,13,39,14,9,30
102,CS Centrumzijde,Haltenaam onbekend,14,9,14,36,27
103,Station Vleuten,CS Centrumzijde,13,49,14,19,30
104,CS Centrumzijde,Haltenaam onbekend,14,19,14,46,27
105,Station Vleuten,CS Centrumzijde,13,59,14,29,30
106,CS Centrumzijde,Haltenaam onbekend,14,29,14,56,27
107,Station Vleuten,CS Centrumzijde,14,9,14,39,30
108,CS Centrumzijde,Haltenaam onbekend,14,39,15,6,27
109,Station Vleuten,CS Centrumzijde,14,19,14,49,30
110,CS Centrumzijde,Haltenaam onbekend,14,49,15,16,27
111,Station Vleuten,CS Centrumzijde,14,29,14,59,30
112,CS Centrumzijde,Haltenaam onbekend,14,59,15,26,27
113,Station Vleuten,CS Centrumzijde,14,39,15,9,30
114,CS Centrumzijde,Haltenaam onbekend,15,9,15,36,27
115,Station Vleuten,CS Centrumzijde,14,49,15,19,30
116,CS Centrumzijde,Haltenaam onbekend,15,19,15,46,27
117,Station Vleuten,CS Centrumzijde,14,59,15,29,30
118,CS Centrumzijde,Haltenaam onbekend,15,29,15,56,27
119,Station Vleuten,CS Centrumzijde,15,9,15,39,30
120,CS Centrumzijde,Haltenaam onbekend,15,39,16,6,27
121,Station Vleuten,CS Centrumzijde,15,19,15,49,30
122,CS Centrumzijde,Haltenaam onbekend,15,49,16,16,27
123,Station Vleuten,CS Centrumzijde,15,29,15,59,30
124,CS Centrumzijde,Haltenaam onbekend,15,59,16,26,27
125,Station Vleuten,CS Centrumzijde,15,39,16,9,30
126,CS Centrumzijde,Haltenaam onbekend,16,9,16,36,27
127,Station Vleuten,CS Centrumzijde,15,49,16,19,30
128,CS Centrumzijde,Haltenaam onbekend,16,19,16,46,27
129,Station Vleuten,CS Centrumzijde,15,59,16,29,30
130,CS Centrumzijde,Haltenaam onbekend,16,29,16,56,27
131,Station Vleuten,CS Centrumzijde,16,9,16,39,30
132,CS Centrumzijde,Haltenaam onbekend,16,39,17,6,27
133,Station Vleuten,CS Centrumzijde,16,19,16,49,30
134,CS Centrumzijde,Haltenaam onbekend,16,49,17,16,27
135,Station Vleuten,CS Centrumzijde,16,29,16,59,30
136,CS Centrumzijde,Haltenaam onbekend,16,59,17,26,27
137,Station Vleuten,CS Centrumzijde,16,39,17,9,30
138,CS Centrumzijde,Haltenaam onbekend,17,9,17,36,27
139,Station Vleuten,CS Centrumzijde,16,49,17,19,30
140,CS Centrumzijde,Haltenaam onbekend,17,19,17,46,27
141,Station Vleuten,CS Centrumzijde,17,0,17,30,30
142,CS Centrumzijde,Haltenaam onbekend,17,30,17,56,26
143,Station Vleuten,CS Centrumzijde,17,11,17,41,30
144,CS Centrumzijde,Haltenaam onbekend,17,41,18,6,25
145,Station Vleuten,CS Centrumzijde,17,21,17,51,30
146,CS Centrumzijde,Haltenaam onbekend,17,51,18,16,25
147,Station Vleuten,CS Centrumzijde,17,31,18,1,30
148,CS Centrumzijde,Haltenaam onbekend,18,1,18,26,25
149,Station Vleuten,CS Centrumzijde,17,41,18,11,30
150,CS Centrumzijde,Haltenaam onbekend,18,11,18,36,25
151,Station Vleuten,CS Centrumzijde,17,51,18,21,30
152,CS Centrumzijde,Haltenaam onbekend,18,21,18,46,25
153,Station Vleuten,CS Centrumzijde,18,1,18,31,30
154,CS Centrumzijde,Haltenaam onbekend,18,31,18,56,25
155,Station Vleuten,CS Centrumzijde,18,11,18,41,30
156,CS Centrumzijde,Haltenaam onbekend,18,41,19,6,25
157,Station Vleuten,CS Centrumzijde,18,26,18,56,30
158,CS Centrumzijde,Haltenaam onbekend,18,56,19,21,25
159,Station Vleuten,CS Centrumzijde,18,41,19,11,30
160,CS Centrumzijde,Haltenaam onbekend,19,11,19,36,25
161,Station Vleuten,CS Centrumzijde,18,57,19,27,30
162,CS Centrumzijde,Haltenaam onbekend,19,27,19,51,24
163,Station Vleuten,CS Centrumzijde,19,13,19,43,30
164,CS Centrumzijde,Haltenaam onbekend,19,43,20,6,23
165,Station Vleuten,CS Centrumzijde,19,29,19,58,29
166,CS Centrumzijde,Haltenaam onbekend,19,58,20,21,23
167,Station Vleuten,CS Centrumzijde,19,45,20,13,28
168,CS Centrumzijde,Haltenaam onbekend,20,13,20,36,23
169,Station Vleuten,CS Centrumzijde,20,0,20,28,28
170,CS Centrumzijde,Haltenaam onbekend,20,28,20,51,23
171,Station Vleuten,CS Centrumzijde,20,15,20,43,28
172,CS Centrumzijde,Haltenaam onbekend,20,43,21,6,23
173,Station Vleuten,CS Centrumzijde,20,30,20,58,28
174,CS Centrumzijde,Haltenaam onbekend,20,58,21,21,23
175,Station Vleuten,CS Centrumzijde,20,45,21,13,28
176,CS Centrumzijde,Haltenaam onbekend,21,13,21,36,23
177,Station Vleuten,CS Centrumzijde,21,0,21,28,28
178,CS Centrumzijde,Haltenaam onbekend,21,28,21,51,23
179,Station Vleuten,CS Centrumzijde,21,15,21,43,28
180,CS Centrumzijde,Haltenaam onbekend,21,43,22,6,23
181,Station Vleuten,CS Centrumzijde,21,30,21,58,28
182,CS Centrumzijde,Haltenaam onbekend,21,58,22,21,23
183,Station Vleuten,CS Centrumzijde,21,45,22,13,28
184,CS Centrumzijde,Haltenaam onbekend,22,13,22,36,23
185,Station Vleuten,CS Centrumzijde,22,2,22,28,26
186,CS Centrumzijde,Haltenaam onbekend,22,28,22,51,23
187,Station Vleuten,CS Centrumzijde,22,17,22,43,26
188,CS Centrumzijde,Haltenaam onbekend,22,43,23,6,23
189,Station Vleuten,CS Centrumzijde,22,32,22,58,26
190,CS Centrumzijde,Haltenaam onbekend,22,58,23,21,23
191,Station Vleuten,CS Centrumzijde,22,47,23,13,26
192,CS Centrumzijde,Haltenaam onbekend,23,13,23,36,23
193,Station Vleuten,CS Centrumzijde,23,2,23,28,26
194,CS Centrumzijde,Haltenaam onbekend,23,28,23,51,23
195,Station Vleuten,CS Centrumzijde,23,18,23,43,25
196,CS Centrumzijde,Haltenaam onbekend,23,43,24,6,23
197,Station Vleuten,CS Centrumzijde,23,32,23,56,24
198,CS Centrumzijde,Haltenaam onbekend,23,56,24,19,23
199,Station Vleuten,CS Centrumzijde,23,45,24,9,24
200,CS Centrumzijde,Haltenaam onbekend,24,9,24,32,23
201,Station Vleuten,CS Centrumzijde,24,0,24,24,24
202,CS Centrumzijde,Haltenaam onbekend,24,24,24,47,23
203,Station Vleuten,CS Centrumzijde,24,15,24,39,24
204,CS Centrumzijde,Haltenaam onbekend,24,39,25,2,23
205,Station Vleuten,CS Centrumzijde,24,30,24,54,24
206,CS Centrumzijde,Haltenaam onbekend,24,54,25,20,26
