trip_index,start_stop,end_stop,start_hour,start_min,end_hour,end_min,duration_min
65,IJsselsteinlaan,Vechtsebanen,16,52,17,39,47
66,IJsselsteinlaan,Vechtsebanen,17,2,17,49,47
67,IJsselsteinlaan,Vechtsebanen,17,12,17,59,47
68,IJsselsteinlaan,Vechtsebanen,17,23,18,9,46
69,IJsselsteinlaan,Vechtsebanen,17,34,18,19,45
70,IJsselsteinlaan,Vechtsebanen,17,44,18,29,45
71,IJsselsteinlaan,Vechtsebanen,17,54,18,39,45
72,IJsselsteinlaan,Vechtsebanen,18,4,18,49,45
73,IJsselsteinlaan,Vechtsebanen,18,14,18,59,45
74,IJsselsteinlaan,Vechtsebanen,18,29,19,14,45
75,IJsselsteinlaan,Vechtsebanen,18,44,19,29,45
76,IJsselsteinlaan,Vechtsebanen,19,1,19,44,43
77,IJsselsteinlaan,Vechtsebanen,19,16,19,59,43
78,IJsselsteinlaan,Vechtsebanen,19,32,20,14,42
79,IJsselsteinlaan,Vechtsebanen,19,48,20,29,41
80,IJsselsteinlaan,Vechtsebanen,20,3,20,44,41
81,IJsselsteinlaan,Vechtsebanen,20,18,20,59,41
82,IJsselsteinlaan,Vechtsebanen,20,33,21,14,41
83,IJsselsteinlaan,Vechtsebanen,20,48,21,29,41
84,IJsselsteinlaan,Vechtsebanen,21,3,21,44,41
85,IJsselsteinlaan,Vechtsebanen,21,18,21,59,41
86,IJsselsteinlaan,Vechtsebanen,21,34,22,14,40
87,IJsselsteinlaan,Vechtsebanen,21,50,22,29,39
88,IJsselsteinlaan,Vechtsebanen,22,5,22,44,39
89,IJsselsteinlaan,Vechtsebanen,22,20,22,59,39
90,IJsselsteinlaan,Vechtsebanen,22,35,23,14,39
91,IJsselsteinlaan,Vechtsebanen,22,50,23,29,39
92,IJsselsteinlaan,Vechtsebanen,23,8,23,44,36
93,IJsselsteinlaan,Vechtsebanen,23,24,23,59,35
94,IJsselsteinlaan,Vechtsebanen,23,39,24,14,35
95,IJsselsteinlaan,Vechtsebanen,23,54,24,29,35
96,IJsselsteinlaan,Vechtsebanen,24,9,24,44,35
97,IJsselsteinlaan,Vechtsebanen,24,24,24,59,35
98,IJsselsteinlaan,Vechtsebanen,24,45,25,23,38
