trip_index,start_stop,end_stop,start_hour,start_min,end_hour,end_min,duration_min
46,Station Bilthoven,Nieuwegein City,13,26,14,33,67
47,Station Bilthoven,Nieuwegein City,13,36,14,43,67
48,Station Bilthoven,Nieuwegein City,13,46,14,53,67
49,Station Bilthoven,Nieuwegein City,13,56,15,3,67
50,Station Bilthoven,Nieuwegein City,14,6,15,13,67
51,Station Bilthoven,Nieuwegein City,14,16,15,23,67
52,Station Bilthoven,Nieuwegein City,14,26,15,33,67
53,Station Bilthoven,Nieuwegein City,14,36,15,43,67
54,Station Bilthoven,Nieuwegein City,14,46,15,53,67
55,Station Bilthoven,Nieuwegein City,14,56,16,3,67
56,Station Bilthoven,Nieuwegein City,15,6,16,13,67
57,Station Bilthoven,Nieuwegein City,15,16,16,23,67
58,Station Bilthoven,Nieuwegein City,15,26,16,33,67
59,Station Bilthoven,Nieuwegein City,15,35,16,43,68
60,Station Bilthoven,Nieuwegein City,15,45,16,53,68
61,Station Bilthoven,Nieuwegein City,15,54,17,3,69
62,Station Bilthoven,Nieuwegein City,16,4,17,13,69
63,Station Bilthoven,Nieuwegein City,16,14,17,23,69
64,Station Bilthoven,Nieuwegein City,16,25,17,33,68
65,Station Bilthoven,Nieuwegein City,16,34,17,42,68
66,Station Bilthoven,Nieuwegein City,16,45,17,51,66
67,Station Bilthoven,Nieuwegein City,16,54,18,1,67
68,Station Bilthoven,Nieuwegein City,17,5,18,11,66
69,Station Bilthoven,Nieuwegein City,17,14,18,21,67
70,Station Bilthoven,Nieuwegein City,17,25,18,31,66
71,Station Bilthoven,Nieuwegein City,17,35,18,41,66
72,Station Bilthoven,Nieuwegein City,17,46,18,51,65
73,Station Bilthoven,Nieuwegein City,17,57,19,1,64
74,Station Bilthoven,Nieuwegein City,18,7,19,11,64
75,Station Bilthoven,Nieuwegein City,18,19,19,22,63
76,Station Bilthoven,Nieuwegein City,18,34,19,37,63
77,Station Bilthoven,Nieuwegein City,18,49,19,52,63
78,Station Bilthoven,Nieuwegein City,19,4,20,7,63
79,Station Bilthoven,Nieuwegein City,19,20,20,22,62
80,Station Bilthoven,Nieuwegein City,19,36,20,37,61
81,Station Bilthoven,Nieuwegein City,19,51,20,52,61
82,Station Bilthoven,Nieuwegein City,20,6,21,7,61
83,Station Bilthoven,Nieuwegein City,20,21,21,22,61
84,Station Bilthoven,Nieuwegein City,20,36,21,37,61
85,Station Bilthoven,Nieuwegein City,20,51,21,52,61
86,Station Bilthoven,Nieuwegein City,21,6,22,6,60
87,Station Bilthoven,Nieuwegein City,21,21,22,20,59
88,Station Bilthoven,Nieuwegein City,21,38,22,35,57
89,Station Bilthoven,Nieuwegein City,21,53,22,50,57
90,Station Bilthoven,Nieuwegein City,22,8,23,5,57
91,Station Bilthoven,Nieuwegein City,22,23,23,20,57
92,Station Bilthoven,Nieuwegein City,22,38,23,34,56
93,Station Bilthoven,Nieuwegein City,22,53,23,48,55
94,Station Bilthoven,Nieuwegein City,23,8,24,3,55
95,Station Bilthoven,Nieuwegein City,23,23,24,18,55
96,Station Bilthoven,Nieuwegein City,23,38,24,33,55
97,Station Bilthoven,Nieuwegein City,23,54,24,49,55
98,Station Bilthoven,Nieuwegein City,24,9,25,4,55
99,Station Bilthoven,Nieuwegein City,24,27,25,25,58
